Idx,Code,Instruction,OP0,OP1,OP2,LOCK,SET -REX,SEGMENT,MEM_XCHG,p0156,p06,p23,p237,p4,p1,p15,p015,p5,p0,p05,p01,p6,Min. Latency,Max. Latency,Count
154,BSF_GPRv_GPRv+R32+R32,BSF,R32,R32,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,427
155,BSF_GPRv_GPRv+R64+R64,BSF,R64,R64,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2750233815
156,BSF_GPRv_MEMv+R16+M16,BSF,R16,M16,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,0
157,BSF_GPRv_MEMv+R32+M32,BSF,R32,M32,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,0
158,BSF_GPRv_MEMv+R64+M64,BSF,R64,M64,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,0
159,BSR_GPRv_GPRv+R16+R16,BSR,R16,R16,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0
160,BSR_GPRv_GPRv+R32+R32,BSR,R32,R32,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,457
161,BSR_GPRv_GPRv+R64+R64,BSR,R64,R64,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,123497
162,BSR_GPRv_MEMv+R16+M16,BSR,R16,M16,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,0
163,BSR_GPRv_MEMv+R32+M32,BSR,R32,M32,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,0
164,BSR_GPRv_MEMv+R64+M64,BSR,R64,M64,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,1571715
165,BSWAP_GPRv+R32,BSWAP,R32,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,26050078
166,BSWAP_GPRv+R64,BSWAP,R64,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,2
167,BTC_GPRv_GPRv+R16+R16,BTC,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
168,BTC_GPRv_GPRv+R32+R32,BTC,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
169,BTC_GPRv_GPRv+R64+R64,BTC,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
170,BTC_GPRv_IMMb+R16+I8,BTC,R16,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
171,BTC_GPRv_IMMb+R32+I8,BTC,R32,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
172,BTC_GPRv_IMMb+R64+I8,BTC,R64,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
173,BTC_LOCK_MEMv_GPRv+M16+R16,BTC_LOCK,M16,R16,,1,0,0,0,6,5,2,0,1,1,0,0,0,0,0,0,0,15,34,0
174,BTC_LOCK_MEMv_GPRv+M32+R32,BTC_LOCK,M32,R32,,1,0,0,0,6,5,2,0,1,1,0,0,0,0,0,0,0,15,33,0
175,BTC_LOCK_MEMv_GPRv+M64+R64,BTC_LOCK,M64,R64,,1,0,0,0,4,5,2,0,1,1,0,1,0,0,0,0,0,15,32,0
176,BTC_LOCK_MEMv_IMMb+M16+I8,BTC_LOCK,M16,I8,,1,0,0,0,2,4,2,0,1,0,0,0,0,0,0,0,0,15,30,0
177,BTC_LOCK_MEMv_IMMb+M32+I8,BTC_LOCK,M32,I8,,1,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,0,15,27,0
178,BTC_LOCK_MEMv_IMMb+M64+I8,BTC_LOCK,M64,I8,,1,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,0,15,29,0
179,BTC_MEMv_GPRv+M16+R16,BTC,M16,R16,,0,0,0,0,3,3,2,0,1,1,0,1,0,0,0,0,0,3,18,0
180,BTC_MEMv_GPRv+M32+R32,BTC,M32,R32,,0,0,0,0,3,3,2,0,1,1,0,1,0,0,0,0,0,3,17,0
181,BTC_MEMv_GPRv+M64+R64,BTC,M64,R64,,0,0,0,0,2,3,2,0,1,1,0,1,0,0,0,0,0,3,16,0
182,BTC_MEMv_IMMb+M16+I8,BTC,M16,I8,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11,0
183,BTC_MEMv_IMMb+M32+I8,BTC,M32,I8,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10,0
184,BTC_MEMv_IMMb+M64+I8,BTC,M64,I8,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10,0
185,BTR_GPRv_GPRv+R16+R16,BTR,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
186,BTR_GPRv_GPRv+R32+R32,BTR,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
187,BTR_GPRv_GPRv+R64+R64,BTR,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
188,BTR_GPRv_IMMb+R16+I8,BTR,R16,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
189,BTR_GPRv_IMMb+R32+I8,BTR,R32,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
190,BTR_GPRv_IMMb+R64+I8,BTR,R64,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,11
191,BTR_LOCK_MEMv_GPRv+M16+R16,BTR_LOCK,M16,R16,,1,0,0,0,6,5,2,0,1,1,0,0,0,0,0,0,0,15,34,0
192,BTR_LOCK_MEMv_GPRv+M32+R32,BTR_LOCK,M32,R32,,1,0,0,0,6,5,2,0,1,1,0,0,0,0,0,0,0,15,33,0
193,BTR_LOCK_MEMv_GPRv+M64+R64,BTR_LOCK,M64,R64,,1,0,0,0,4,5,2,0,1,1,0,1,0,0,0,0,0,15,32,0
194,BTR_LOCK_MEMv_IMMb+M16+I8,BTR_LOCK,M16,I8,,1,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,0,15,30,0
195,BTR_LOCK_MEMv_IMMb+M32+I8,BTR_LOCK,M32,I8,,1,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,0,15,29,0
196,BTR_LOCK_MEMv_IMMb+M64+I8,BTR_LOCK,M64,I8,,1,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,0,15,29,0
197,BTR_MEMv_GPRv+M16+R16,BTR,M16,R16,,0,0,0,0,3,3,2,0,1,1,0,1,0,0,0,0,0,3,18,0
198,BTR_MEMv_GPRv+M32+R32,BTR,M32,R32,,0,0,0,0,3,3,2,0,1,1,0,1,0,0,0,0,0,3,17,0
199,BTR_MEMv_GPRv+M64+R64,BTR,M64,R64,,0,0,0,0,2,3,2,0,1,1,0,1,0,0,0,0,0,3,16,0
200,BTR_MEMv_IMMb+M16+I8,BTR,M16,I8,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11,0
201,BTR_MEMv_IMMb+M32+I8,BTR,M32,I8,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10,0
202,BTR_MEMv_IMMb+M64+I8,BTR,M64,I8,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10,0
203,BTS_GPRv_GPRv+R16+R16,BTS,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
204,BTS_GPRv_GPRv+R32+R32,BTS,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
205,BTS_GPRv_GPRv+R64+R64,BTS,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
206,BTS_GPRv_IMMb+R16+I8,BTS,R16,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
207,BTS_GPRv_IMMb+R32+I8,BTS,R32,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
208,BTS_GPRv_IMMb+R64+I8,BTS,R64,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
209,BTS_LOCK_MEMv_GPRv+M16+R16,BTS_LOCK,M16,R16,,1,0,0,0,6,5,2,0,1,1,0,0,0,0,0,0,0,15,34,0
210,BTS_LOCK_MEMv_GPRv+M32+R32,BTS_LOCK,M32,R32,,1,0,0,0,6,5,2,0,1,1,0,0,0,0,0,0,0,15,33,0
211,BTS_LOCK_MEMv_GPRv+M64+R64,BTS_LOCK,M64,R64,,1,0,0,0,4,5,2,0,1,1,0,1,0,0,0,0,0,15,32,0
212,BTS_LOCK_MEMv_IMMb+M16+I8,BTS_LOCK,M16,I8,,1,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,0,15,30,0
213,BTS_LOCK_MEMv_IMMb+M32+I8,BTS_LOCK,M32,I8,,1,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,0,15,29,0
214,BTS_LOCK_MEMv_IMMb+M64+I8,BTS_LOCK,M64,I8,,1,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,0,15,33,0
215,BTS_MEMv_GPRv+M16+R16,BTS,M16,R16,,0,0,0,0,3,3,2,0,1,1,0,1,0,0,0,0,0,3,18,0
216,BTS_MEMv_GPRv+M32+R32,BTS,M32,R32,,0,0,0,0,3,3,2,0,1,1,0,1,0,0,0,0,0,3,17,0
217,BTS_MEMv_GPRv+M64+R64,BTS,M64,R64,,0,0,0,0,2,3,2,0,1,1,0,1,0,0,0,0,0,3,16,0
218,BTS_MEMv_IMMb+M16+I8,BTS,M16,I8,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11,0
219,BTS_MEMv_IMMb+M32+I8,BTS,M32,I8,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10,0
220,BTS_MEMv_IMMb+M64+I8,BTS,M64,I8,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,10,0
221,BT_GPRv_GPRv+R16+R16,BT,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
222,BT_GPRv_GPRv+R32+R32,BT,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,237376807
223,BT_GPRv_GPRv+R64+R64,BT,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,453415811
224,BT_GPRv_IMMb+R16+I8,BT,R16,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
225,BT_GPRv_IMMb+R32+I8,BT,R32,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,51
226,BT_GPRv_IMMb+R64+I8,BT,R64,I8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2002172
227,BT_MEMv_GPRv+M16+R16,BT,M16,R16,,0,0,0,0,4,3,1,0,0,1,0,1,0,0,0,0,0,3,11,0
228,BT_MEMv_GPRv+M32+R32,BT,M32,R32,,0,0,0,0,4,3,1,0,0,1,0,1,0,0,0,0,0,3,11,0
229,BT_MEMv_GPRv+M64+R64,BT,M64,R64,,0,0,0,0,3,3,1,0,0,1,0,1,0,0,0,0,0,3,10,0
230,BT_MEMv_IMMb+M16+I8,BT,M16,I8,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0
231,BT_MEMv_IMMb+M32+I8,BT,M32,I8,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0
232,BT_MEMv_IMMb+M64+I8,BT,M64,I8,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0
233,CBW,CBW,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
234,CDQ,CDQ,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,10213318242
235,CMC,CMC,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
236,CMOVBE_GPRv_GPRv+R16+R16,CMOVBE,R16,R16,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0
237,CMOVBE_GPRv_GPRv+R32+R32,CMOVBE,R32,R32,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3157842548
238,CMOVBE_GPRv_GPRv+R64+R64,CMOVBE,R64,R64,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,242155489
239,CMOVBE_GPRv_MEMv+R16+M16,CMOVBE,R16,M16,,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,0
240,CMOVBE_GPRv_MEMv+R32+M32,CMOVBE,R32,M32,,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,1181749
241,CMOVBE_GPRv_MEMv+R64+M64,CMOVBE,R64,M64,,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,191539
242,CMOVB_GPRv_GPRv+R16+R16,CMOVB,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
243,CMOVB_GPRv_GPRv+R32+R32,CMOVB,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2018588112
244,CMOVB_GPRv_GPRv+R64+R64,CMOVB,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,405059574
245,CMOVB_GPRv_MEMv+R16+M16,CMOVB,R16,M16,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
246,CMOVB_GPRv_MEMv+R32+M32,CMOVB,R32,M32,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
247,CMOVB_GPRv_MEMv+R64+M64,CMOVB,R64,M64,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
248,CMOVLE_GPRv_GPRv+R16+R16,CMOVLE,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
249,CMOVLE_GPRv_GPRv+R32+R32,CMOVLE,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,46051063
250,CMOVLE_GPRv_GPRv+R64+R64,CMOVLE,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,328870904
251,CMOVLE_GPRv_MEMv+R16+M16,CMOVLE,R16,M16,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
252,CMOVLE_GPRv_MEMv+R32+M32,CMOVLE,R32,M32,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,147044928
253,CMOVLE_GPRv_MEMv+R64+M64,CMOVLE,R64,M64,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,138383350
254,CMOVL_GPRv_GPRv+R16+R16,CMOVL,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
255,CMOVL_GPRv_GPRv+R32+R32,CMOVL,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1188841968
256,CMOVL_GPRv_GPRv+R64+R64,CMOVL,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,292068425
257,CMOVL_GPRv_MEMv+R16+M16,CMOVL,R16,M16,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
258,CMOVL_GPRv_MEMv+R32+M32,CMOVL,R32,M32,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
259,CMOVL_GPRv_MEMv+R64+M64,CMOVL,R64,M64,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
260,CMOVNBE_GPRv_GPRv+R16+R16,CMOVNBE,R16,R16,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0
261,CMOVNBE_GPRv_GPRv+R32+R32,CMOVNBE,R32,R32,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,968355470
262,CMOVNBE_GPRv_GPRv+R64+R64,CMOVNBE,R64,R64,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,216434038
263,CMOVNBE_GPRv_MEMv+R16+M16,CMOVNBE,R16,M16,,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,0
264,CMOVNBE_GPRv_MEMv+R32+M32,CMOVNBE,R32,M32,,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,7370
265,CMOVNBE_GPRv_MEMv+R64+M64,CMOVNBE,R64,M64,,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,8
266,CMOVNB_GPRv_GPRv+R16+R16,CMOVNB,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
267,CMOVNB_GPRv_GPRv+R32+R32,CMOVNB,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2010771991
268,CMOVNB_GPRv_GPRv+R64+R64,CMOVNB,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4986920
269,CMOVNB_GPRv_MEMv+R16+M16,CMOVNB,R16,M16,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
270,CMOVNB_GPRv_MEMv+R32+M32,CMOVNB,R32,M32,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,152815
271,CMOVNB_GPRv_MEMv+R64+M64,CMOVNB,R64,M64,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,14842709
272,CMOVNLE_GPRv_GPRv+R16+R16,CMOVNLE,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
273,CMOVNLE_GPRv_GPRv+R32+R32,CMOVNLE,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,134427597
274,CMOVNLE_GPRv_GPRv+R64+R64,CMOVNLE,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,687915096
275,CMOVNLE_GPRv_MEMv+R16+M16,CMOVNLE,R16,M16,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
276,CMOVNLE_GPRv_MEMv+R32+M32,CMOVNLE,R32,M32,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,62208009
277,CMOVNLE_GPRv_MEMv+R64+M64,CMOVNLE,R64,M64,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,758881
278,CMOVNL_GPRv_GPRv+R16+R16,CMOVNL,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
279,CMOVNL_GPRv_GPRv+R32+R32,CMOVNL,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,994528482
280,CMOVNL_GPRv_GPRv+R64+R64,CMOVNL,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2362974
281,CMOVNL_GPRv_MEMv+R16+M16,CMOVNL,R16,M16,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
282,CMOVNL_GPRv_MEMv+R32+M32,CMOVNL,R32,M32,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,7483442
283,CMOVNL_GPRv_MEMv+R64+M64,CMOVNL,R64,M64,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,257884
284,CMOVNO_GPRv_GPRv+R16+R16,CMOVNO,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
285,CMOVNO_GPRv_GPRv+R32+R32,CMOVNO,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
286,CMOVNO_GPRv_GPRv+R64+R64,CMOVNO,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
287,CMOVNO_GPRv_MEMv+R16+M16,CMOVNO,R16,M16,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
288,CMOVNO_GPRv_MEMv+R32+M32,CMOVNO,R32,M32,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
289,CMOVNO_GPRv_MEMv+R64+M64,CMOVNO,R64,M64,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
290,CMOVNP_GPRv_GPRv+R16+R16,CMOVNP,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
291,CMOVNP_GPRv_GPRv+R32+R32,CMOVNP,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
292,CMOVNP_GPRv_GPRv+R64+R64,CMOVNP,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
293,CMOVNP_GPRv_MEMv+R16+M16,CMOVNP,R16,M16,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
294,CMOVNP_GPRv_MEMv+R32+M32,CMOVNP,R32,M32,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
295,CMOVNP_GPRv_MEMv+R64+M64,CMOVNP,R64,M64,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
296,CMOVNS_GPRv_GPRv+R16+R16,CMOVNS,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
297,CMOVNS_GPRv_GPRv+R32+R32,CMOVNS,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,660271261
298,CMOVNS_GPRv_GPRv+R64+R64,CMOVNS,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,282062011
299,CMOVNS_GPRv_MEMv+R16+M16,CMOVNS,R16,M16,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
300,CMOVNS_GPRv_MEMv+R32+M32,CMOVNS,R32,M32,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,647
301,CMOVNS_GPRv_MEMv+R64+M64,CMOVNS,R64,M64,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,78436783
302,CMOVNZ_GPRv_GPRv+R16+R16,CMOVNZ,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
303,CMOVNZ_GPRv_GPRv+R32+R32,CMOVNZ,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5782785682
304,CMOVNZ_GPRv_GPRv+R64+R64,CMOVNZ,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6824016950
305,CMOVNZ_GPRv_MEMv+R16+M16,CMOVNZ,R16,M16,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
306,CMOVNZ_GPRv_MEMv+R32+M32,CMOVNZ,R32,M32,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,60099436
307,CMOVNZ_GPRv_MEMv+R64+M64,CMOVNZ,R64,M64,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,15421448
308,CMOVO_GPRv_GPRv+R16+R16,CMOVO,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
309,CMOVO_GPRv_GPRv+R32+R32,CMOVO,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
310,CMOVO_GPRv_GPRv+R64+R64,CMOVO,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
311,CMOVO_GPRv_MEMv+R16+M16,CMOVO,R16,M16,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
