Idx,Code,Instruction,OP0,OP1,OP2,LOCK,SET -REX,SEGMENT,MEM_XCHG,p0156,p06,p23,p237,p4,p1,p15,p015,p5,p0,p05,p01,p6,Min. Latency,Max. Latency,Count
312,CMOVO_GPRv_MEMv+R32+M32,CMOVO,R32,M32,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
313,CMOVO_GPRv_MEMv+R64+M64,CMOVO,R64,M64,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
314,CMOVP_GPRv_GPRv+R16+R16,CMOVP,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
315,CMOVP_GPRv_GPRv+R32+R32,CMOVP,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
316,CMOVP_GPRv_GPRv+R64+R64,CMOVP,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
317,CMOVP_GPRv_MEMv+R16+M16,CMOVP,R16,M16,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
318,CMOVP_GPRv_MEMv+R32+M32,CMOVP,R32,M32,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
319,CMOVP_GPRv_MEMv+R64+M64,CMOVP,R64,M64,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
320,CMOVS_GPRv_GPRv+R16+R16,CMOVS,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
321,CMOVS_GPRv_GPRv+R32+R32,CMOVS,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,342136050
322,CMOVS_GPRv_GPRv+R64+R64,CMOVS,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,134671266
323,CMOVS_GPRv_MEMv+R16+M16,CMOVS,R16,M16,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
324,CMOVS_GPRv_MEMv+R32+M32,CMOVS,R32,M32,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,48093
325,CMOVS_GPRv_MEMv+R64+M64,CMOVS,R64,M64,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,4625835
326,CMOVZ_GPRv_GPRv+R16+R16,CMOVZ,R16,R16,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
327,CMOVZ_GPRv_GPRv+R32+R32,CMOVZ,R32,R32,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1443525895
328,CMOVZ_GPRv_GPRv+R64+R64,CMOVZ,R64,R64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1737370397
329,CMOVZ_GPRv_MEMv+R16+M16,CMOVZ,R16,M16,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0
330,CMOVZ_GPRv_MEMv+R32+M32,CMOVZ,R32,M32,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,7170177
331,CMOVZ_GPRv_MEMv+R64+M64,CMOVZ,R64,M64,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,74119203
332,CMPSB,CMPSB,,,,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,6,0
333,CMPSD,CMPSD,,,,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,6,0
334,CMPSW,CMPSW,,,,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,6,0
335,CMPXCHG8B_LOCK_MEMq+M64,CMPXCHG8B_LOCK,M64,,,1,0,0,0,0,8,2,0,1,0,2,10,0,0,0,0,0,14,30,0
336,CMPXCHG8B_MEMq+M64,CMPXCHG8B,M64,,,0,0,0,0,2,7,2,0,1,0,2,2,0,0,0,0,0,0,19,0
337,CMPXCHG_GPR8_GPR8+R8+R8,CMPXCHG_NOREX,R8,R8,,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0
338,CMPXCHG_GPR8_GPR8+R8+R8,CMPXCHG_REX,R8,R8,,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0
339,CMPXCHG_GPRv_GPRv+R16+R16,CMPXCHG,R16,R16,,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0
340,CMPXCHG_GPRv_GPRv+R32+R32,CMPXCHG,R32,R32,,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0
341,CMPXCHG_GPRv_GPRv+R64+R64,CMPXCHG,R64,R64,,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0
342,CMPXCHG_LOCK_MEMb_GPR8+M8+R8,CMPXCHG_LOCK_NOREX,M8,R8,,1,0,0,0,4,4,2,0,1,0,0,1,0,0,0,0,0,13,30,0
343,CMPXCHG_LOCK_MEMb_GPR8+M8+R8,CMPXCHG_LOCK_REX,M8,R8,,1,0,0,0,4,4,2,0,1,0,0,1,0,0,0,0,0,12,30,0
344,CMPXCHG_LOCK_MEMv_GPRv+M16+R16,CMPXCHG_LOCK,M16,R16,,1,0,0,0,4,4,2,0,1,0,0,1,0,0,0,0,0,12,30,0
345,CMPXCHG_LOCK_MEMv_GPRv+M32+R32,CMPXCHG_LOCK,M32,R32,,1,0,0,0,4,4,2,0,1,0,0,1,0,0,0,0,0,12,29,416
346,CMPXCHG_LOCK_MEMv_GPRv+M64+R64,CMPXCHG_LOCK,M64,R64,,1,0,0,0,4,4,2,0,1,0,0,1,0,0,0,0,0,12,29,526
347,CMPXCHG_MEMb_GPR8+M8+R8,CMPXCHG_NOREX,M8,R8,,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,10,0
348,CMPXCHG_MEMb_GPR8+M8+R8,CMPXCHG_REX,M8,R8,,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,11,0
349,CMPXCHG_MEMv_GPRv+M16+R16,CMPXCHG,M16,R16,,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,11,0
350,CMPXCHG_MEMv_GPRv+M32+R32,CMPXCHG,M32,R32,,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,10,4297073
351,CMPXCHG_MEMv_GPRv+M64+R64,CMPXCHG,M64,R64,,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,10,0
352,CMP_AL_IMMb+I8,CMP,AL,I8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5270123286
353,CMP_GPR8_GPR8_38+R8+R8,CMP_NOREX_38,R8,R8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14427564047
354,CMP_GPR8_GPR8_38+R8+R8,CMP_REX_38,R8,R8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14427564047
355,CMP_GPR8_GPR8_3A+R8+R8,CMP_NOREX_3A,R8,R8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
356,CMP_GPR8_GPR8_3A+R8+R8,CMP_REX_3A,R8,R8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
357,CMP_GPR8_IMMb_80r7+R8+I8,CMP_NOREX,R8,I8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14094472218
358,CMP_GPR8_IMMb_80r7+R8+I8,CMP_REX,R8,I8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14094472218
359,CMP_GPR8_MEMb+R8+M8,CMP_NOREX,R8,M8,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,2243150831
360,CMP_GPR8_MEMb+R8+M8,CMP_REX,R8,M8,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,2243150831
361,CMP_GPRv_GPRv_39+R16+R16,CMP_39,R16,R16,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1538360408
362,CMP_GPRv_GPRv_39+R32+R32,CMP_39,R32,R32,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,173224504147
363,CMP_GPRv_GPRv_39+R64+R64,CMP_39,R64,R64,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,435015910296
364,CMP_GPRv_GPRv_3B+R16+R16,CMP_3B,R16,R16,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
365,CMP_GPRv_GPRv_3B+R32+R32,CMP_3B,R32,R32,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
366,CMP_GPRv_GPRv_3B+R64+R64,CMP_3B,R64,R64,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
367,CMP_GPRv_IMMb+R16+I8,CMP,R16,I8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13042323358
368,CMP_GPRv_IMMb+R32+I8,CMP,R32,I8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,195259685009
369,CMP_GPRv_IMMb+R64+I8,CMP,R64,I8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42322832151
370,CMP_GPRv_IMMz+R16+I16,CMP,R16,I16,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,176679586
371,CMP_GPRv_IMMz+R32+I32,CMP,R32,I32,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18545239237
372,CMP_GPRv_IMMz+R64+I32,CMP,R64,I32,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2493232233
373,CMP_GPRv_MEMv+R16+M16,CMP,R16,M16,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,10064120711
374,CMP_GPRv_MEMv+R32+M32,CMP,R32,M32,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,46719974812
375,CMP_GPRv_MEMv+R64+M64,CMP,R64,M64,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,119358658136
376,CMP_MEMb_GPR8+M8+R8,CMP_NOREX,M8,R8,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,3953809926
377,CMP_MEMb_GPR8+M8+R8,CMP_REX,M8,R8,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,3953809926
378,CMP_MEMb_IMMb_80r7+M8+I8,CMP,M8,I8,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6,34430706974
379,CMP_MEMv_GPRv+M16+R16,CMP,M16,R16,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,21755291362
380,CMP_MEMv_GPRv+M32+R32,CMP,M32,R32,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,155672801967
381,CMP_MEMv_GPRv+M64+R64,CMP,M64,R64,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,69534798922
382,CMP_MEMv_IMMb+M16+I8,CMP,M16,I8,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6,57237535660
383,CMP_MEMv_IMMb+M32+I8,CMP,M32,I8,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6,72745967074
384,CMP_MEMv_IMMb+M64+I8,CMP,M64,I8,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6,17226091334
385,CMP_MEMv_IMMz+M16+I16,CMP,M16,I16,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6,127269411
386,CMP_MEMv_IMMz+M32+I32,CMP,M32,I32,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6,1360054053
387,CMP_MEMv_IMMz+M64+I32,CMP,M64,I32,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6,245756
388,CMP_OrAX_IMMz+I16,CMP,AX,I16,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,350469532
389,CMP_OrAX_IMMz+I32,CMP,EAX,I32,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27955087694
390,CMP_OrAX_IMMz+I32,CMP,RAX,I32,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27955087694
391,CWD,CWD,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0
392,CWDE,CWDE,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23064029
393,DEC_GPR8+R8,DEC_NOREX,R8,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
394,DEC_GPR8+R8,DEC_REX,R8,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
395,DEC_GPRv_FFr1+R16,DEC,R16,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
396,DEC_GPRv_FFr1+R32,DEC,R32,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,99391176
397,DEC_GPRv_FFr1+R64,DEC,R64,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4998098
398,DEC_LOCK_MEMb+M8,DEC_LOCK,M8,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30,0
399,DEC_LOCK_MEMv+M16,DEC_LOCK,M16,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,13,30,0
400,DEC_LOCK_MEMv+M32,DEC_LOCK,M32,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29,526
401,DEC_LOCK_MEMv+M64,DEC_LOCK,M64,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29,0
402,DEC_MEMb+M8,DEC,M8,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11,0
403,DEC_MEMv+M16,DEC,M16,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11,0
404,DEC_MEMv+M32,DEC,M32,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10,4297073
405,DEC_MEMv+M64,DEC,M64,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10,0
406,DIV_GPR8+R8,DIV_NOREX,R8,,,0,0,0,0,4,1,0,0,0,0,1,0,4,2,0,0,0,21,25,2062
407,DIV_GPR8+R8,DIV_REX,R8,,,0,0,0,0,4,1,0,0,0,0,1,0,4,2,0,0,0,21,25,2062
408,DIV_GPRv+R16,DIV,R16,,,0,0,0,0,4,1,0,0,0,0,1,0,4,2,0,0,0,21,24,0
409,DIV_GPRv+R32,DIV,R32,,,0,0,0,0,4,1,0,0,0,0,1,0,4,2,0,0,0,23,28,68927005
410,DIV_GPRv+R64,DIV,R64,,,0,0,0,0,7,13,0,0,0,1,1,7,3,2,1,0,0,6,89,720062961
411,DIV_MEMb+M8,DIV,M8,,,0,0,0,0,3,1,1,0,0,0,1,0,4,2,0,0,0,21,30,2062
412,DIV_MEMv+M16,DIV,M16,,,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,21,30,0
413,DIV_MEMv+M32,DIV,M32,,,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,23,34,917169159
414,DIV_MEMv+M64,DIV,M64,,,0,0,0,0,6,13,1,0,0,1,0,8,3,2,1,0,0,6,95,132803166
415,ENTER_IMMw_IMMb+I16+I8,ENTER_W,I16,I8,,0,0,4,0,4,2,2,0,1,0,0,3,0,0,0,0,0,93,93,0
416,ENTER_IMMw_IMMb+I16+I8,ENTER,I16,I8,,0,0,4,0,4,2,2,0,1,0,0,3,0,0,0,0,0,104,104,0
417,IDIV_GPR8+R8,IDIV_NOREX,R8,,,0,0,0,0,5,1,0,0,0,0,1,0,4,2,0,0,0,22,25,0
418,IDIV_GPR8+R8,IDIV_REX,R8,,,0,0,0,0,5,1,0,0,0,0,1,0,4,2,0,0,0,22,25,0
419,IDIV_GPRv+R16,IDIV,R16,,,0,0,0,0,4,1,0,0,0,0,1,0,4,2,0,0,0,21,24,0
420,IDIV_GPRv+R32,IDIV,R32,,,0,0,0,0,4,1,0,0,0,0,1,0,4,2,0,0,0,23,28,6569889013
421,IDIV_GPRv+R64,IDIV,R64,,,0,0,0,0,0,27,0,0,0,1,5,8,3,2,6,5,0,37,96,390368
422,IDIV_MEMb+M8,IDIV,M8,,,0,0,0,0,3,1,1,0,0,0,1,0,4,2,0,0,0,21,30,0
423,IDIV_MEMv+M16,IDIV,M16,,,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,21,30,0
424,IDIV_MEMv+M32,IDIV,M32,,,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,23,34,2400915432
425,IDIV_MEMv+M64,IDIV,M64,,,0,0,0,0,0,27,1,0,0,1,4,8,3,2,6,6,0,37,101,191356695
426,IMUL_GPR8+R8,IMUL_NOREX,R8,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0
427,IMUL_GPR8+R8,IMUL_REX,R8,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0
428,IMUL_GPRv+R16,IMUL,R16,,,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,4,5,0
429,IMUL_GPRv+R32,IMUL,R32,,,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,4,5839888117
430,IMUL_GPRv+R64,IMUL,R64,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,4,2286276
431,IMUL_GPRv_GPRv+R16+R16,IMUL,R16,R16,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0
432,IMUL_GPRv_GPRv+R32+R32,IMUL,R32,R32,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,32768713300
433,IMUL_GPRv_GPRv+R64+R64,IMUL,R64,R64,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,41805596868
434,IMUL_GPRv_GPRv_IMMb+R16+R16+I8,IMUL_IMMB,R16,R16,I8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0
435,IMUL_GPRv_GPRv_IMMb+R32+R32+I8,IMUL_IMMB,R32,R32,I8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,910634175
436,IMUL_GPRv_GPRv_IMMb+R64+R64+I8,IMUL_IMMB,R64,R64,I8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,431802996
437,IMUL_GPRv_GPRv_IMMz+R16+R16+I16,IMUL_IMMZ,R16,R16,I16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0
438,IMUL_GPRv_GPRv_IMMz+R32+R32+I32,IMUL_IMMZ,R32,R32,I32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,31473862
439,IMUL_GPRv_GPRv_IMMz+R64+R64+I32,IMUL_IMMZ,R64,R64,I32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,84434332
440,IMUL_GPRv_MEMv+R16+M16,IMUL,R16,M16,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,15943
441,IMUL_GPRv_MEMv+R32+M32,IMUL,R32,M32,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,4314903368
442,IMUL_GPRv_MEMv+R64+M64,IMUL,R64,M64,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,36455401032
443,IMUL_GPRv_MEMv_IMMb+R16+M16+I8,IMUL,R16,M16,I8,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,9,0
444,IMUL_GPRv_MEMv_IMMb+R32+M32+I8,IMUL,R32,M32,I8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8,62085
445,IMUL_GPRv_MEMv_IMMb+R64+M64+I8,IMUL,R64,M64,I8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8,680944
446,IMUL_GPRv_MEMv_IMMz+R16+M16+I16,IMUL,R16,M16,I16,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,9,0
447,IMUL_GPRv_MEMv_IMMz+R32+M32+I32,IMUL,R32,M32,I32,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8,3617232404
448,IMUL_GPRv_MEMv_IMMz+R64+M64+I32,IMUL,R64,M64,I32,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8,30982960
449,IMUL_MEMb+M8,IMUL,M8,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8,0
450,IMUL_MEMv+M16,IMUL,M16,,,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,4,10,0
451,IMUL_MEMv+M32,IMUL,M32,,,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,4,9,0
452,IMUL_MEMv+M64,IMUL,M64,,,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,9,0
453,INC_GPR8+R8,INC_NOREX,R8,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
454,INC_GPR8+R8,INC_REX,R8,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
455,INC_GPRv_FFr0+R16,INC,R16,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
456,INC_GPRv_FFr0+R32,INC,R32,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1121822632
457,INC_GPRv_FFr0+R64,INC,R64,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9452472432
458,INC_LOCK_MEMb+M8,INC_LOCK,M8,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30,0
459,INC_LOCK_MEMv+M16,INC_LOCK,M16,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,30,0
460,INC_LOCK_MEMv+M32,INC_LOCK,M32,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,13,29,0
461,INC_LOCK_MEMv+M64,INC_LOCK,M64,,,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,15,29,0
462,INC_MEMb+M8,INC,M8,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11,0
463,INC_MEMv+M16,INC,M16,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11,0
464,INC_MEMv+M32,INC,M32,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10,106225416
465,INC_MEMv+M64,INC,M64,,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,10,121898518
466,LAHF,LAHF,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,LAR_GPRv_GPRv+R16+R16,LAR,R16,R16,,0,0,1,0,1,11,2,0,0,3,0,6,0,1,0,0,0,37,57,0
468,LAR_GPRv_GPRv+R32+R32,LAR,R32,R32,,0,0,1,0,1,11,2,0,0,3,0,6,0,1,0,0,0,37,56,0
469,LAR_GPRv_GPRv+R64+R64,LAR,R64,R64,,0,0,1,0,1,11,2,0,0,3,0,6,0,1,0,0,0,37,56,0
470,LAR_GPRv_MEMw+R16+M16,LAR,R16,M16,,0,0,1,0,0,12,3,0,0,3,0,6,0,1,0,0,0,38,63,0
471,LAR_GPRv_MEMw+R32+M16,LAR,R32,M16,,0,0,1,0,0,12,3,0,0,3,0,6,0,1,0,0,0,38,63,0
