N,Instruction,LOCK,SET -REX,SEGMENT,MEM_XCHG,p0156,p06,p23,p237,p4,p1,p15,p015,p5,p0,p05,p01,p6,Min Latency,Max Latency
419,IDIV,0,0,0,0,0,27,1,0,0,1,4,8,3,2,6,6,0,37,101
407,DIV,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,23,34
418,IDIV,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,23,34
406,DIV,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,21,30
409,DIV,0,0,0,0,3,1,1,0,0,0,1,0,4,2,0,0,0,21,30
417,IDIV,0,0,0,0,4,1,1,0,0,0,1,0,4,2,0,0,0,21,30
420,IDIV,0,0,0,0,3,1,1,0,0,0,1,0,4,2,0,0,0,21,30
168,BT,0,0,0,0,4,3,1,0,0,1,0,1,0,0,0,0,0,3,11
170,BT,0,0,0,0,4,3,1,0,0,1,0,1,0,0,0,0,0,3,11
172,BT,0,0,0,0,3,3,1,0,0,1,0,1,0,0,0,0,0,3,10
426,IMUL,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,4,10
428,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,9
543,MUL,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,4,10
545,MUL,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,9
15,ADC,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
18,ADC,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
21,ADC,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
43,ADC_NOREX,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
48,ADC_REX,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
66,ADD,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
69,ADD,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
72,ADD,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
94,ADD_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
99,ADD_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
117,AND,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
120,AND,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
123,AND,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
145,AND_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
150,AND_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
153,BSF,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
155,BSF,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
157,BSF,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
159,BSR,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
161,BSR,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
163,BSR,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
236,CMOVB,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
238,CMOVB,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
240,CMOVB,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
242,CMOVBE,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6
244,CMOVBE,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6
246,CMOVBE,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6
248,CMOVL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
250,CMOVL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
252,CMOVL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
254,CMOVLE,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
256,CMOVLE,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
258,CMOVLE,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
260,CMOVNB,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
262,CMOVNB,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
264,CMOVNB,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
266,CMOVNBE,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6
268,CMOVNBE,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6
270,CMOVNBE,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6
272,CMOVNL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
274,CMOVNL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
276,CMOVNL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
278,CMOVNLE,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
280,CMOVNLE,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
282,CMOVNLE,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
284,CMOVNO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
286,CMOVNO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
288,CMOVNO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
290,CMOVNP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
292,CMOVNP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
294,CMOVNP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
296,CMOVNS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
298,CMOVNS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
300,CMOVNS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
302,CMOVNZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
304,CMOVNZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
306,CMOVNZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
308,CMOVO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
310,CMOVO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
312,CMOVO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
314,CMOVP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
316,CMOVP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
318,CMOVP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
320,CMOVS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
322,CMOVS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
324,CMOVS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
326,CMOVZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
328,CMOVZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
330,CMOVZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
337,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
340,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
343,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
347,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
350,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
353,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
361,CMP_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
363,CMP_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
366,CMP_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
368,CMP_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
427,IMUL,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,4,9
429,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
431,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
436,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
441,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
544,MUL,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,4,9
546,MUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,8
593,OR,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
596,OR,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
599,OR,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
621,OR_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
626,OR_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
796,SBB,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
799,SBB,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
802,SBB,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
824,SBB_NOREX,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
829,SBB_REX,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
832,SCASB,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6
833,SCASD,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6
834,SCASW,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6
984,SUB,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
987,SUB,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
990,SUB,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1012,SUB_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1017,SUB_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1024,TEST,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1026,TEST,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1028,TEST,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1037,TEST_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1040,TEST_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1091,XOR,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1094,XOR,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1097,XOR,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1119,XOR_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
1124,XOR_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
432,IMUL,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,9
433,IMUL,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,9
167,BT,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,6
169,BT,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,6
171,BT,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,6
335,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
336,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
338,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
339,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
341,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
342,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
344,CMP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
437,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8
438,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8
442,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8
443,IMUL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8
472,LODSB,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,6
473,LODSD,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5
474,LODSW,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,6
484,MOV,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
485,MOV,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
486,MOV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
499,MOV,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
500,MOV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
501,MOV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
502,MOV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
512,MOV_NOREX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
516,MOV_REX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
522,MOVSX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
534,MOVZX,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
535,MOVZX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
536,MOVZX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
538,MOVZX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
539,MOVZX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
631,POP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
632,POP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
1023,TEST,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
1025,TEST,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
1027,TEST,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
1029,TEST,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
1075,XLAT,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,6
523,MOVSX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5
524,MOVSX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5
526,MOVSX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5
527,MOVSX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5
951,SHRD,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,3,17
950,SHRD,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,4,17
953,SHRD,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,3,16
955,SHRD,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,3,16
912,SHLD,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,4,16
952,SHRD,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,4,16
954,SHRD,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,4,16
46,ADC_REX,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,12
374,CMPXCHG,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,11
389,CMPXCHG_REX,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,11
914,SHLD,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,4,15
916,SHLD,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,4,15
41,ADC_NOREX,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,11
56,ADD,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
92,ADD_NOREX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
97,ADD_REX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
107,AND,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
143,AND_NOREX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
148,AND_REX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
375,CMPXCHG,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,10
376,CMPXCHG,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,10
387,CMPXCHG_NOREX,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,10
583,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
619,OR_NOREX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
624,OR_REX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
786,SBB,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,11
822,SBB_NOREX,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,11
911,SHLD,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,5,15
974,SUB,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1010,SUB_NOREX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1015,SUB_REX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1047,XADD,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1058,XADD_NOREX,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1060,XADD_REX,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1081,XOR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1117,XOR_NOREX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
1122,XOR_REX,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,11
3,ADC,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,11
4,ADC,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,11
5,ADC,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,10
8,ADC,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,10
11,ADC,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,10
12,ADC,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,11
59,ADD,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
62,ADD,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
110,AND,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
113,AND,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
586,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
589,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
701,ROL,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
710,ROL,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
728,ROR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
737,ROR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
755,SAR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
764,SAR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
784,SBB,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,11
785,SBB,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,11
789,SBB,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,10
791,SBB,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,11
792,SBB,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,10
793,SBB,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,11
827,SBB_REX,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,10
885,SHL,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
894,SHL,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
913,SHLD,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,5,14
915,SHLD,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,5,14
924,SHR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
933,SHR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,11
977,SUB,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
980,SUB,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
1048,XADD,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,10
1049,XADD,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,10
1084,XOR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
1087,XOR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,10
6,ADC,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,10
7,ADC,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,10
9,ADC,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,10
10,ADC,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,10
54,ADD,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
55,ADD,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
63,ADD,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
105,AND,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
106,AND,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
114,AND,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
179,BTC,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
197,BTR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
215,BTS,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
393,DEC,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
396,DEC,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
453,INC,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
456,INC,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
552,NEG,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
555,NEG,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
581,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
582,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
590,OR,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,11
646,RCL,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,11
655,RCL,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,11
673,RCR,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,11
702,ROL,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,11
704,ROL,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
707,ROL,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
731,ROR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
734,ROR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
736,ROR,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,11
754,SAR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
756,SAR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
758,SAR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
761,SAR,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,10
763,SAR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
765,SAR,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
787,SBB,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,10
788,SBB,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,10
790,SBB,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,10
884,SHL,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
886,SHL,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,11
